LAMBDA,G,G_err,BP,BP_err,RP,RP_err
5362.5,6.98371171e-01,6.39619915e-03,5.89454347e-01,1.99665439e-03,0.00,0.00
5365,6.98463305e-01,6.40256330e-03,5.88682522e-01,2.02969798e-03,0.00,0.00
5367.5,6.98555440e-01,6.40893449e-03,5.87910949e-01,2.06277140e-03,0.00,0.00
5370,6.98647574e-01,6.41531270e-03,5.87139627e-01,2.09587259e-03,0.00,0.00
5372.5,6.98763759e-01,6.41875461e-03,5.86987045e-01,2.11273097e-03,0.00,0.00
5375,6.98879943e-01,6.42224003e-03,5.86834156e-01,2.12960942e-03,0.00,0.00
5377.5,6.98996128e-01,6.42576888e-03,5.86680959e-01,2.14650778e-03,0.00,0.00
5380,6.99112313e-01,6.42934111e-03,5.86527455e-01,2.16342590e-03,0.00,0.00
5382.5,6.99322305e-01,6.42612998e-03,5.87476104e-01,2.13348651e-03,0.00,0.00
5385,6.99532298e-01,6.42388853e-03,5.88425482e-01,2.10353085e-03,0.00,0.00
5387.5,6.99742290e-01,6.42261777e-03,5.89375590e-01,2.07356124e-03,0.00,0.00
5390,6.99952282e-01,6.42231829e-03,5.90326428e-01,2.04358015e-03,0.00,0.00
5392.5,7.00154932e-01,6.42277949e-03,5.91582854e-01,2.01211041e-03,0.00,0.00
5395,7.00357582e-01,6.42425275e-03,5.92840445e-01,1.98060572e-03,0.00,0.00
5397.5,7.00560232e-01,6.42673737e-03,5.94099203e-01,1.94906976e-03,0.00,0.00
5400,7.00762882e-01,6.43023218e-03,5.95359128e-01,1.91750648e-03,0.00,0.00
5402.5,7.00891481e-01,6.43458830e-03,5.96241197e-01,1.91911866e-03,0.00,0.00
5405,7.01020080e-01,6.43914077e-03,5.97122856e-01,1.92072613e-03,0.00,0.00
5407.5,7.01148680e-01,6.44388915e-03,5.98004106e-01,1.92232889e-03,0.00,0.00
5410,7.01277279e-01,6.44883303e-03,5.98884946e-01,1.92392696e-03,0.00,0.00
5412.5,7.01364347e-01,6.45352116e-03,5.99243914e-01,1.94325548e-03,0.00,0.00
5415,7.01451414e-01,6.45822258e-03,5.99601801e-01,1.96264024e-03,0.00,0.00
5417.5,7.01538481e-01,6.46293726e-03,5.99958608e-01,1.98208095e-03,0.00,0.00
5420,7.01625548e-01,6.46766517e-03,6.00314334e-01,2.00157736e-03,0.00,0.00
5422.5,7.01594015e-01,6.47126319e-03,5.99413469e-01,2.07461734e-03,0.00,0.00
5425,7.01562482e-01,6.47552157e-03,5.98510899e-01,2.14797891e-03,0.00,0.00
5427.5,7.01530948e-01,6.48043901e-03,5.97606624e-01,2.22164038e-03,0.00,0.00
5430,7.01499415e-01,6.48601401e-03,5.96700644e-01,2.29558277e-03,0.00,0.00
5432.5,7.01502320e-01,6.49131824e-03,5.95714356e-01,2.35110198e-03,0.00,0.00
5435,7.01505224e-01,6.49692262e-03,5.94727944e-01,2.40671687e-03,0.00,0.00
5437.5,7.01508129e-01,6.50282639e-03,5.93741407e-01,2.46242145e-03,0.00,0.00
5440,7.01511034e-01,6.50902872e-03,5.92754746e-01,2.51821023e-03,0.00,0.00
5442.5,7.01644218e-01,6.51013880e-03,5.92398193e-01,2.50604756e-03,0.00,0.00
5445,7.01777401e-01,6.51148828e-03,5.92041617e-01,2.49390319e-03,0.00,0.00
5447.5,7.01910585e-01,6.51307700e-03,5.91685019e-01,2.48177719e-03,0.00,0.00
5450,7.02043768e-01,6.51490480e-03,5.91328398e-01,2.46966961e-03,0.00,0.00
5452.5,7.02303735e-01,6.51545884e-03,5.91774715e-01,2.39572375e-03,0.00,0.00
5455,7.02563703e-01,6.51814959e-03,5.92219254e-01,2.32207777e-03,0.00,0.00
5457.5,7.02823670e-01,6.52297441e-03,5.92662015e-01,2.24874740e-03,0.00,0.00
5460,7.03083637e-01,6.52992856e-03,5.93102999e-01,2.17575036e-03,0.00,0.00
5462.5,7.03332643e-01,6.53789580e-03,5.93506754e-01,2.10704203e-03,0.00,0.00
5465,7.03581650e-01,6.54773898e-03,5.93908916e-01,2.03867175e-03,0.00,0.00
5467.5,7.03830657e-01,6.55944968e-03,5.94309486e-01,1.97066140e-03,0.00,0.00
5470,7.04079663e-01,6.57301790e-03,5.94708463e-01,1.90303582e-03,0.00,0.00
5472.5,7.04087881e-01,6.57084755e-03,5.93265486e-01,1.94684343e-03,0.00,0.00
5475,7.04096098e-01,6.56892753e-03,5.91824176e-01,1.99067440e-03,0.00,0.00
5477.5,7.04104315e-01,6.56725808e-03,5.90384534e-01,2.03452103e-03,0.00,0.00
5480,7.04112533e-01,6.56583938e-03,5.88946560e-01,2.07837630e-03,0.00,0.00
5482.5,7.04164524e-01,6.56633092e-03,5.88146654e-01,2.10335249e-03,0.00,0.00
5485,7.04216515e-01,6.56685810e-03,5.87347206e-01,2.12833192e-03,0.00,0.00
5487.5,7.04268506e-01,6.56742092e-03,5.86548214e-01,2.15331369e-03,0.00,0.00
5490,7.04320497e-01,6.56801935e-03,5.85749679e-01,2.17829693e-03,0.00,0.00
5492.5,7.04409180e-01,6.56970354e-03,5.85444147e-01,2.18545928e-03,0.00,0.00
5495,7.04497864e-01,6.57139851e-03,5.85138654e-01,2.19262133e-03,0.00,0.00
5497.5,7.04586547e-01,6.57310425e-03,5.84833202e-01,2.19978306e-03,0.00,0.00
5500,7.04675231e-01,6.57482076e-03,5.84527789e-01,2.20694447e-03,0.00,0.00
5502.5,7.04678515e-01,6.57203730e-03,5.83584074e-01,2.25223595e-03,0.00,0.00
5505,7.04681800e-01,6.56956524e-03,5.82640572e-01,2.29758503e-03,0.00,0.00
5507.5,7.04685085e-01,6.56740494e-03,5.81697282e-01,2.34298768e-03,0.00,0.00
5510,7.04688370e-01,6.56555671e-03,5.80754206e-01,2.38844017e-03,0.00,0.00
5512.5,7.04682442e-01,6.56338802e-03,5.79768448e-01,2.43538592e-03,0.00,0.00
5515,7.04676515e-01,6.56159825e-03,5.78782962e-01,2.48237637e-03,0.00,0.00
5517.5,7.04670587e-01,6.56018770e-03,5.77797748e-01,2.52940819e-03,0.00,0.00
5520,7.04664660e-01,6.55915662e-03,5.76812806e-01,2.57647827e-03,0.00,0.00
5522.5,7.05026856e-01,6.56571933e-03,5.78507514e-01,2.44633050e-03,0.00,0.00
5525,7.05389052e-01,6.57746613e-03,5.80201009e-01,2.31679275e-03,0.00,0.00
5527.5,7.05751248e-01,6.59436931e-03,5.81893289e-01,2.18795741e-03,0.00,0.00
5530,7.06113444e-01,6.61638937e-03,5.83584356e-01,2.05993933e-03,0.00,0.00
5532.5,7.06274576e-01,6.62434194e-03,5.83706769e-01,2.02169183e-03,0.00,0.00
5535,7.06435707e-01,6.63284222e-03,5.83828704e-01,1.98357048e-03,0.00,0.00
5537.5,7.06596839e-01,6.64188810e-03,5.83950162e-01,1.94558004e-03,0.00,0.00
5540,7.06757970e-01,6.65147738e-03,5.84071143e-01,1.90772560e-03,0.00,0.00
5542.5,7.06785893e-01,6.64653065e-03,5.83093445e-01,1.92992540e-03,0.00,0.00
5545,7.06813816e-01,6.64167012e-03,5.82116555e-01,1.95212111e-03,0.00,0.00
5547.5,7.06841739e-01,6.63689598e-03,5.81140474e-01,1.97431155e-03,0.00,0.00
5550,7.06869662e-01,6.63220842e-03,5.80165202e-01,1.99649559e-03,0.00,0.00
5552.5,7.06955782e-01,6.63345388e-03,5.79790423e-01,1.98872885e-03,0.00,0.00
5555,7.07041902e-01,6.63473759e-03,5.79415704e-01,1.98097354e-03,0.00,0.00
5557.5,7.07128022e-01,6.63605953e-03,5.79041045e-01,1.97322969e-03,0.00,0.00
5560,7.07214142e-01,6.63741968e-03,5.78666447e-01,1.96549734e-03,0.00,0.00
5562.5,7.07288616e-01,6.63734744e-03,5.78377825e-01,1.96152744e-03,0.00,0.00
5565,7.07363091e-01,6.63729133e-03,5.78089272e-01,1.95756100e-03,0.00,0.00
5567.5,7.07437565e-01,6.63725136e-03,5.77800788e-01,1.95359802e-03,0.00,0.00
5570,7.07512039e-01,6.63722752e-03,5.77512372e-01,1.94963850e-03,0.00,0.00
5572.5,7.07525953e-01,6.63077703e-03,5.77161814e-01,1.97153158e-03,0.00,0.00
5575,7.07539867e-01,6.62442829e-03,5.76810963e-01,1.99346201e-03,0.00,0.00
5577.5,7.07553781e-01,6.61818159e-03,5.76459818e-01,2.01542902e-03,0.00,0.00
5580,7.07567695e-01,6.61203724e-03,5.76108378e-01,2.03743186e-03,0.00,0.00
5582.5,7.07571831e-01,6.60493412e-03,5.75987135e-01,2.06264991e-03,0.00,0.00
5585,7.07575967e-01,6.59797644e-03,5.75865065e-01,2.08793121e-03,0.00,0.00
5587.5,7.07580104e-01,6.59116465e-03,5.75742168e-01,2.11327489e-03,0.00,0.00
5590,7.07584240e-01,6.58449921e-03,5.75618444e-01,2.13868012e-03,0.00,0.00
5592.5,7.07765245e-01,6.59353473e-03,5.76920355e-01,2.08026973e-03,0.00,0.00
5595,7.07946250e-01,6.60358512e-03,5.78223673e-01,2.02194601e-03,0.00,0.00
5597.5,7.08127255e-01,6.61464576e-03,5.79528396e-01,1.96372738e-03,0.00,0.00
5600,7.08308260e-01,6.62671159e-03,5.80834526e-01,1.90563452e-03,0.00,0.00
5602.5,7.08293461e-01,6.61652665e-03,5.81050707e-01,1.93447893e-03,0.00,0.00
5605,7.08278662e-01,6.60656544e-03,5.81265181e-01,1.96344142e-03,0.00,0.00
5607.5,7.08263863e-01,6.59682895e-03,5.81477949e-01,1.99252042e-03,0.00,0.00
5610,7.08249064e-01,6.58731821e-03,5.81689011e-01,2.02171444e-03,0.00,0.00
5612.5,7.08435848e-01,6.59936689e-03,5.83267985e-01,1.95440722e-03,0.00,0.00
5615,7.08622633e-01,6.61263456e-03,5.84849023e-01,1.88727016e-03,0.00,0.00
5617.5,7.08809418e-01,6.62711389e-03,5.86432124e-01,1.82034126e-03,0.00,0.00
5620,7.08996202e-01,6.64279695e-03,5.88017290e-01,1.75366435e-03,0.00,0.00
5622.5,7.09018134e-01,6.63651392e-03,5.88395338e-01,1.75922530e-03,0.00,0.00
5625,7.09040066e-01,6.63025275e-03,5.88772859e-01,1.76479502e-03,0.00,0.00
5627.5,7.09061998e-01,6.62401351e-03,5.89149853e-01,1.77037352e-03,0.00,0.00
5630,7.09083930e-01,6.61779626e-03,5.89526321e-01,1.77596079e-03,0.00,0.00
5632.5,7.09200792e-01,6.62441254e-03,5.90450717e-01,1.73502300e-03,0.00,0.00
5635,7.09317654e-01,6.63139566e-03,5.91375831e-01,1.69420817e-03,0.00,0.00
5637.5,7.09434515e-01,6.63874447e-03,5.92301664e-01,1.65353068e-03,0.00,0.00
5640,7.09551377e-01,6.64645775e-03,5.93228215e-01,1.61300635e-03,0.00,0.00
5642.5,7.09604414e-01,6.64489938e-03,5.93640820e-01,1.59824365e-03,0.00,0.00
5645,7.09657451e-01,6.64336069e-03,5.94053508e-01,1.58349864e-03,0.00,0.00
5647.5,7.09710488e-01,6.64184168e-03,5.94466280e-01,1.56877244e-03,0.00,0.00
5650,7.09763525e-01,6.64034236e-03,5.94879134e-01,1.55406622e-03,0.00,0.00
5652.5,7.09772679e-01,6.63242675e-03,5.94876695e-01,1.55552487e-03,0.00,0.00
5655,7.09781833e-01,6.62453923e-03,5.94874107e-01,1.55698420e-03,0.00,0.00
5657.5,7.09790988e-01,6.61667988e-03,5.94871371e-01,1.55844421e-03,0.00,0.00
5660,7.09800142e-01,6.60884881e-03,5.94868486e-01,1.55990491e-03,0.00,0.00
5662.5,7.09973812e-01,6.62648281e-03,5.96308731e-01,1.48728411e-03,0.00,0.00
5665,7.10147481e-01,6.64532304e-03,5.97750342e-01,1.41552364e-03,0.00,0.00
5667.5,7.10321151e-01,6.66535930e-03,5.99193318e-01,1.34478059e-03,0.00,0.00
5670,7.10494820e-01,6.68658082e-03,6.00637660e-01,1.27524473e-03,0.00,0.00
5672.5,7.10545848e-01,6.68642010e-03,6.01151560e-01,1.25500235e-03,0.00,0.00
5675,7.10596876e-01,6.68630007e-03,6.01665659e-01,1.23488926e-03,0.00,0.00
5677.5,7.10647904e-01,6.68622072e-03,6.02179957e-01,1.21491358e-03,0.00,0.00
5680,7.10698932e-01,6.68618205e-03,6.02694453e-01,1.19508392e-03,0.00,0.00
5682.5,7.10545654e-01,6.64853012e-03,6.01750392e-01,1.25777959e-03,0.00,0.00
5685,7.10392377e-01,6.61259687e-03,6.00804615e-01,1.32182090e-03,0.00,0.00
5687.5,7.10239100e-01,6.57841045e-03,5.99857121e-01,1.38703694e-03,0.00,0.00
5690,7.10085823e-01,6.54599825e-03,5.98907909e-01,1.45328440e-03,0.00,0.00
5692.5,7.10238093e-01,6.56067161e-03,6.00093685e-01,1.38603353e-03,0.00,0.00
5695,7.10390363e-01,6.57635930e-03,6.01280148e-01,1.31981633e-03,0.00,0.00
5697.5,7.10542634e-01,6.59305407e-03,6.02467300e-01,1.25480654e-03,0.00,0.00
5700,7.10694904e-01,6.61074830e-03,6.03655139e-01,1.19121252e-03,0.00,0.00
5702.5,7.10624871e-01,6.58982903e-03,6.03099878e-01,1.21653070e-03,0.00,0.00
5705,7.10554837e-01,6.56933151e-03,6.02544367e-01,1.24208784e-03,0.00,0.00
5707.5,7.10484804e-01,6.54925972e-03,6.01988608e-01,1.26787030e-03,0.00,0.00
5710,7.10414771e-01,6.52961758e-03,6.01432601e-01,1.29386540e-03,0.00,0.00
5712.5,7.10433761e-01,6.52484609e-03,6.01445196e-01,1.28245497e-03,0.00,0.00
5715,7.10452751e-01,6.52007620e-03,6.01457791e-01,1.27109181e-03,0.00,0.00
5717.5,7.10471741e-01,6.51530791e-03,6.01470386e-01,1.25977721e-03,0.00,0.00
5720,7.10490731e-01,6.51054122e-03,6.01482981e-01,1.24851250e-03,0.00,0.00
5722.5,7.10520239e-01,6.50762165e-03,6.01214197e-01,1.23286400e-03,0.00,0.00
5725,7.10549748e-01,6.50471437e-03,6.00945328e-01,1.21732436e-03,0.00,0.00
5727.5,7.10579257e-01,6.50181941e-03,6.00676376e-01,1.20189682e-03,0.00,0.00
5730,7.10608766e-01,6.49893677e-03,6.00407341e-01,1.18658475e-03,0.00,0.00
5732.5,7.10753393e-01,6.51596767e-03,6.00821024e-01,1.12534040e-03,0.00,0.00
5735,7.10898021e-01,6.53399794e-03,6.01233021e-01,1.06614156e-03,0.00,0.00
5737.5,7.11042648e-01,6.55301934e-03,6.01643331e-01,1.00931784e-03,0.00,0.00
5740,7.11187275e-01,6.57302326e-03,6.02051956e-01,9.55261103e-04,0.00,0.00
5742.5,7.11135758e-01,6.55571942e-03,6.00995926e-01,9.70078824e-04,0.00,0.00
5745,7.11084241e-01,6.53865660e-03,5.99940822e-01,9.85109092e-04,0.00,0.00
5747.5,7.11032723e-01,6.52183671e-03,5.98886646e-01,1.00033988e-03,0.00,0.00
5750,7.10981206e-01,6.50526162e-03,5.97833396e-01,1.01575975e-03,0.00,0.00
5752.5,7.10999972e-01,6.50166689e-03,5.97392125e-01,1.00623196e-03,0.00,0.00
5755,7.11018738e-01,6.49807517e-03,5.96950864e-01,9.96796481e-04,0.00,0.00
5757.5,7.11037504e-01,6.49448646e-03,5.96509612e-01,9.87455238e-04,0.00,0.00
5760,7.11056270e-01,6.49090076e-03,5.96068370e-01,9.78210203e-04,0.00,0.00
5762.5,7.11104577e-01,6.49377660e-03,5.95842116e-01,9.57811190e-04,0.00,0.00
5765,7.11152883e-01,6.49674199e-03,5.95615482e-01,9.37898318e-04,0.00,0.00
5767.5,7.11201190e-01,6.49979679e-03,5.95388468e-01,9.18498961e-04,0.00,0.00
5770,7.11249497e-01,6.50294088e-03,5.95161075e-01,8.99642012e-04,0.00,0.00
5772.5,7.11451748e-01,6.53607634e-03,5.96409932e-01,8.38448494e-04,0.00,0.00
5775,7.11654000e-01,6.57124627e-03,5.97658315e-01,7.85654458e-04,0.00,0.00
5777.5,7.11856252e-01,6.60841816e-03,5.98906224e-01,7.43037884e-04,0.00,0.00
5780,7.12058503e-01,6.64755846e-03,6.00153660e-01,7.12412374e-04,0.00,0.00
5782.5,7.12000603e-01,6.62813345e-03,5.99965996e-01,7.19327969e-04,0.00,0.00
5785,7.11942702e-01,6.60895131e-03,5.99777693e-01,7.26938439e-04,0.00,0.00
5787.5,7.11884802e-01,6.59001415e-03,5.99588748e-01,7.35224827e-04,0.00,0.00
5790,7.11826901e-01,6.57132408e-03,5.99399164e-01,7.44167148e-04,0.00,0.00
5792.5,7.11854798e-01,6.57205565e-03,5.99812594e-01,7.38443018e-04,0.00,0.00
5795,7.11882695e-01,6.57280913e-03,6.00226134e-01,7.33165636e-04,0.00,0.00
5797.5,7.11910592e-01,6.57358452e-03,6.00639783e-01,7.28346256e-04,0.00,0.00
5800,7.11938489e-01,6.57438181e-03,6.01053542e-01,7.23995580e-04,0.00,0.00
5802.5,7.12072857e-01,6.59883159e-03,6.02515110e-01,7.09780545e-04,0.00,0.00
5805,7.12207225e-01,6.62414262e-03,6.03978347e-01,7.02632866e-04,0.00,0.00
5807.5,7.12341594e-01,6.65030508e-03,6.05443252e-01,7.02808693e-04,0.00,0.00
5810,7.12475962e-01,6.67730895e-03,6.06909827e-01,7.10342707e-04,0.00,0.00
5812.5,7.12374100e-01,6.64534736e-03,6.06692684e-01,7.06915391e-04,0.00,0.00
5815,7.12272239e-01,6.61402082e-03,6.06473900e-01,7.05916359e-04,0.00,0.00
5817.5,7.12170377e-01,6.58333839e-03,6.06253475e-01,7.07370535e-04,0.00,0.00
5820,7.12068516e-01,6.55330912e-03,6.06031409e-01,7.11277457e-04,0.00,0.00
5822.5,7.12221392e-01,6.58017604e-03,6.07578954e-01,7.09053759e-04,0.00,0.00
5825,7.12374268e-01,6.60813223e-03,6.09128168e-01,7.16538581e-04,0.00,0.00
5827.5,7.12527143e-01,6.63716392e-03,6.10679048e-01,7.33478472e-04,0.00,0.00
5830,7.12680019e-01,6.66725706e-03,6.12231597e-01,7.59283120e-04,0.00,0.00
5832.5,7.12611121e-01,6.64027364e-03,6.12260024e-01,7.52206712e-04,0.00,0.00
5835,7.12542223e-01,6.61361978e-03,6.12287387e-01,7.45804792e-04,0.00,0.00
5837.5,7.12473325e-01,6.58729946e-03,6.12313683e-01,7.40099274e-04,0.00,0.00
5840,7.12404427e-01,6.56131671e-03,6.12338914e-01,7.35110823e-04,0.00,0.00
5842.5,7.12319041e-01,6.53066429e-03,6.12193048e-01,7.29188741e-04,0.00,0.00
5845,7.12233655e-01,6.50053175e-03,6.12046021e-01,7.24591079e-04,0.00,0.00
5847.5,7.12148269e-01,6.47092634e-03,6.11897835e-01,7.21350364e-04,0.00,0.00
5850,7.12062884e-01,6.44185533e-03,6.11748489e-01,7.19492165e-04,0.00,0.00
5852.5,7.11914494e-01,6.39906068e-03,6.11082972e-01,7.18986833e-04,0.00,0.00
5855,7.11766105e-01,6.35774523e-03,6.10415770e-01,7.23670025e-04,0.00,0.00
5857.5,7.11617716e-01,6.31793801e-03,6.09746883e-01,7.33465297e-04,0.00,0.00
5860,7.11469326e-01,6.27966771e-03,6.09076311e-01,7.48194414e-04,0.00,0.00
5862.5,7.11727013e-01,6.31550406e-03,6.11323956e-01,7.23708390e-04,0.00,0.00
5865,7.11984700e-01,6.35471319e-03,6.13573781e-01,7.24878547e-04,0.00,0.00
5867.5,7.12242386e-01,6.39723308e-03,6.15825786e-01,7.51671675e-04,0.00,0.00
5870,7.12500073e-01,6.44299817e-03,6.18079971e-01,8.01603636e-04,0.00,0.00
5872.5,7.12547510e-01,6.44001582e-03,6.18855618e-01,8.17782810e-04,0.00,0.00
5875,7.12594946e-01,6.43708660e-03,6.19631743e-01,8.35148097e-04,0.00,0.00
5877.5,7.12642383e-01,6.43421058e-03,6.20408345e-01,8.53633230e-04,0.00,0.00
5880,7.12689820e-01,6.43138783e-03,6.21185425e-01,8.73173079e-04,0.00,0.00
5882.5,7.12844091e-01,6.45368927e-03,6.22648762e-01,9.24843314e-04,0.00,0.00
5885,7.12998362e-01,6.47697603e-03,6.24113323e-01,9.81586400e-04,0.00,0.00
5887.5,7.13152634e-01,6.50123753e-03,6.25579109e-01,1.04259804e-03,0.00,0.00
5890,7.13306905e-01,6.52646290e-03,6.27046118e-01,1.10719511e-03,0.00,0.00
5892.5,7.13394980e-01,6.53344588e-03,6.28054495e-01,1.14988365e-03,0.00,0.00
5895,7.13483056e-01,6.54068374e-03,6.29063622e-01,1.19368692e-03,0.00,0.00
5897.5,7.13571131e-01,6.54817565e-03,6.30073499e-01,1.23849534e-03,0.00,0.00
5900,7.13659206e-01,6.55592072e-03,6.31084127e-01,1.28421209e-03,0.00,0.00
5902.5,7.13482970e-01,6.49028647e-03,6.29854372e-01,1.22399727e-03,0.00,0.00
5905,7.13306733e-01,6.42649559e-03,6.28624246e-01,1.16530114e-03,0.00,0.00
5907.5,7.13130497e-01,6.36460350e-03,6.27393748e-01,1.10836916e-03,0.00,0.00
5910,7.12954261e-01,6.30466612e-03,6.26162878e-01,1.05349171e-03,0.00,0.00
5912.5,7.12688146e-01,6.22861579e-03,6.24198070e-01,9.73154527e-04,0.00,0.00
5915,7.12422032e-01,6.15679823e-03,6.22233408e-01,9.00250132e-04,0.00,0.00
5917.5,7.12155917e-01,6.08936322e-03,6.20268892e-01,8.36720128e-04,0.00,0.00
5920,7.11889802e-01,6.02645786e-03,6.18304521e-01,7.84840516e-04,0.00,0.00
5922.5,7.12094719e-01,6.05262143e-03,6.19471570e-01,8.37518111e-04,0.00,0.00
5925,7.12299636e-01,6.08113486e-03,6.20636364e-01,9.02487509e-04,0.00,0.00
5927.5,7.12504553e-01,6.11196526e-03,6.21798904e-01,9.77240355e-04,0.00,0.00
5930,7.12709470e-01,6.14507776e-03,6.22959189e-01,1.05965301e-03,0.00,0.00
5932.5,7.12719548e-01,6.13785013e-03,6.22528033e-01,1.07723514e-03,0.00,0.00
5935,7.12729627e-01,6.13063080e-03,6.22096492e-01,1.09504708e-03,0.00,0.00
5937.5,7.12739706e-01,6.12341980e-03,6.21664564e-01,1.11307445e-03,0.00,0.00
5940,7.12749784e-01,6.11621716e-03,6.21232249e-01,1.13130365e-03,0.00,0.00
5942.5,7.12774178e-01,6.11375552e-03,6.20535974e-01,1.15530715e-03,0.00,0.00
5945,7.12798571e-01,6.11134365e-03,6.19838683e-01,1.17959143e-03,0.00,0.00
5947.5,7.12822965e-01,6.10898159e-03,6.19140377e-01,1.20413101e-03,0.00,0.00
5950,7.12847358e-01,6.10666942e-03,6.18441056e-01,1.22890228e-03,0.00,0.00
5952.5,7.13074919e-01,6.15606234e-03,6.19275824e-01,1.33727717e-03,0.00,0.00
5955,7.13302479e-01,6.20861307e-03,6.20104715e-01,1.44901160e-03,0.00,0.00
5957.5,7.13530040e-01,6.26424214e-03,6.20927726e-01,1.56327865e-03,0.00,0.00
5960,7.13757600e-01,6.32286831e-03,6.21744859e-01,1.67946242e-03,0.00,0.00
5962.5,7.13506035e-01,6.24885635e-03,6.18935842e-01,1.58937876e-03,0.00,0.00
5965,7.13254470e-01,6.17771885e-03,6.16132978e-01,1.50077593e-03,0.00,0.00
5967.5,7.13002904e-01,6.10955623e-03,6.13336267e-01,1.41385710e-03,0.00,0.00
5970,7.12751339e-01,6.04446913e-03,6.10545710e-01,1.32887295e-03,0.00,0.00
5972.5,7.12714758e-01,6.03426136e-03,6.09384907e-01,1.33396117e-03,0.00,0.00
5975,7.12678177e-01,6.02406389e-03,6.08224303e-01,1.33903688e-03,0.00,0.00
5977.5,7.12641596e-01,6.01387678e-03,6.07063898e-01,1.34409975e-03,0.00,0.00
5980,7.12605015e-01,6.00370007e-03,6.05903693e-01,1.34914947e-03,0.00,0.00
5982.5,7.12454785e-01,5.96909391e-03,6.04220997e-01,1.30928564e-03,0.00,0.00
5985,7.12304555e-01,5.93538246e-03,6.02540640e-01,1.26996565e-03,0.00,0.00
5987.5,7.12154325e-01,5.90258104e-03,6.00862620e-01,1.23122794e-03,0.00,0.00
5990,7.12004095e-01,5.87070491e-03,5.99186938e-01,1.19311518e-03,0.00,0.00
5992.5,7.11998092e-01,5.87085394e-03,5.98785437e-01,1.21241171e-03,0.00,0.00
5995,7.11992088e-01,5.87105097e-03,5.98383540e-01,1.23182789e-03,0.00,0.00
5997.5,7.11986084e-01,5.87129599e-03,5.97981247e-01,1.25135531e-03,0.00,0.00
6000,7.11980080e-01,5.87158900e-03,5.97578558e-01,1.27098605e-03,7.33655646e-06,8.31930908e-08
6002.5,7.12304842e-01,5.94611867e-03,5.99886179e-01,1.42334849e-03,7.33703451e-06,8.90174742e-08
6005,7.12629604e-01,6.02820402e-03,6.02191886e-01,1.58089520e-03,7.33778192e-06,9.51798957e-08
6007.5,7.12954366e-01,6.11754093e-03,6.04495680e-01,1.74217919e-03,7.33888561e-06,1.01621874e-07
6010,7.13279128e-01,6.21381663e-03,6.06797560e-01,1.90621450e-03,7.34045932e-06,1.08297620e-07
6012.5,7.13016622e-01,6.14329452e-03,6.05406130e-01,1.81830080e-03,7.34657818e-06,1.01479530e-07
6015,7.12754115e-01,6.07547824e-03,6.04013406e-01,1.73106413e-03,7.35351225e-06,9.48855540e-08
6017.5,7.12491608e-01,6.01045938e-03,6.02619386e-01,1.64462540e-03,7.36151397e-06,8.85659894e-08
6020,7.12229102e-01,5.94832969e-03,6.01224071e-01,1.55913121e-03,7.37091033e-06,8.25843120e-08
6022.5,7.12177960e-01,5.93801199e-03,6.01664458e-01,1.56167024e-03,7.38073728e-06,8.08285238e-08
6025,7.12126819e-01,5.92771720e-03,6.02104533e-01,1.56421129e-03,7.39292159e-06,7.91339717e-08
6027.5,7.12075677e-01,5.91744544e-03,6.02544296e-01,1.56675433e-03,7.40816054e-06,7.75091598e-08
6030,7.12024536e-01,5.90719683e-03,6.02983747e-01,1.56929938e-03,7.42734728e-06,7.59642312e-08
6032.5,7.12104382e-01,5.92815558e-03,6.04604445e-01,1.62725342e-03,7.45081033e-06,7.68013947e-08
6035,7.12184227e-01,5.94983690e-03,6.06227312e-01,1.68579214e-03,7.48080933e-06,7.77198352e-08
6037.5,7.12264073e-01,5.97223290e-03,6.07852349e-01,1.74487588e-03,7.51918809e-06,7.87403312e-08
6040,7.12343919e-01,5.99533560e-03,6.09479556e-01,1.80446968e-03,7.56828236e-06,7.98895223e-08
6042.5,7.12167694e-01,5.95156265e-03,6.09467997e-01,1.75312354e-03,7.63283285e-06,7.63318124e-08
6045,7.11991468e-01,5.90898472e-03,6.09452703e-01,1.70192443e-03,7.71480405e-06,7.31972381e-08
6047.5,7.11815243e-01,5.86762782e-03,6.09433673e-01,1.65090738e-03,7.81888201e-06,7.05672792e-08
6050,7.11639018e-01,5.82751796e-03,6.09410907e-01,1.60011194e-03,7.95093942e-06,6.85396615e-08
6052.5,7.11624340e-01,5.82438150e-03,6.10631642e-01,1.61664816e-03,8.11716864e-06,6.90494459e-08
6055,7.11609662e-01,5.82125741e-03,6.11852596e-01,1.63326019e-03,8.32780495e-06,6.99403515e-08
6057.5,7.11594984e-01,5.81814571e-03,6.13073768e-01,1.64994757e-03,8.59419298e-06,7.12973487e-08
6060,7.11580306e-01,5.81504642e-03,6.14295159e-01,1.66670985e-03,8.93039055e-06,7.32249879e-08
6062.5,7.11450664e-01,5.78484663e-03,6.14660366e-01,1.63287256e-03,9.35476267e-06,7.46764817e-08
6065,7.11321022e-01,5.75529730e-03,6.15022587e-01,1.59910450e-03,9.88783367e-06,7.73337059e-08
6067.5,7.11191380e-01,5.72640849e-03,6.15381823e-01,1.56542161e-03,1.05559493e-05,8.14705204e-08
6070,7.11061737e-01,5.69819026e-03,6.15738073e-01,1.53184126e-03,1.13913956e-05,8.74353583e-08
